LoanDuration,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Risk
46,appliances,8838,33702,4_to_7,5,co-applicant,4,unknown,48,none,free,293,skilled,Risk
7,car_new,250,36748,unemployed,2,none,1,real_estate,25,none,rent,219,skilled,No Risk
28,appliances,5424,39961,4_to_7,4,none,5,savings_insurance,40,none,own,518,management_self-employed,No Risk
24,retraining,1268,27723,less_1,3,none,3,real_estate,30,none,rent,607,skilled,No Risk
20,furniture,2770,31113,4_to_7,3,none,1,car_other,29,none,rent,649,skilled,Risk
18,furniture,3531,33337,1_to_4,4,none,3,savings_insurance,31,none,free,535,skilled,No Risk
15,radio_tv,6090,31620,greater_7,4,none,3,car_other,49,none,own,275,skilled,No Risk
4,car_new,250,29881,unemployed,1,none,2,real_estate,40,bank,rent,643,unskilled,No Risk
8,car_new,440,31920,less_1,2,none,1,savings_insurance,36,none,own,436,skilled,No Risk
20,car_new,250,38543,1_to_4,2,none,1,savings_insurance,26,stores,own,512,unskilled,No Risk
23,radio_tv,4793,31382,greater_7,4,none,4,unknown,42,none,own,337,skilled,Risk
16,furniture,5108,32529,greater_7,4,none,4,unknown,40,bank,rent,232,unskilled,No Risk
28,repairs,6577,20772,4_to_7,4,none,4,car_other,44,none,own,402,skilled,Risk
8,furniture,6154,38044,less_1,3,none,3,savings_insurance,22,none,free,660,management_self-employed,No Risk
13,retraining,3797,29203,4_to_7,4,co-applicant,1,savings_insurance,38,none,own,295,skilled,Risk
6,car_new,577,33502,1_to_4,1,none,1,real_estate,24,none,own,588,skilled,No Risk
32,other,6412,34213,greater_7,4,none,3,car_other,52,none,free,493,skilled,Risk
9,car_new,250,23092,1_to_4,2,co-applicant,2,savings_insurance,44,stores,own,414,skilled,No Risk
30,appliances,2699,30596,less_1,3,none,2,real_estate,35,none,own,394,skilled,No Risk
17,car_new,337,33268,1_to_4,3,none,3,savings_insurance,36,none,own,473,skilled,No Risk
15,car_new,3038,22555,4_to_7,2,none,3,car_other,47,bank,rent,244,unemployed,Risk
8,car_new,1170,24030,less_1,2,none,2,car_other,28,none,own,558,skilled,No Risk
30,car_used,6654,31768,1_to_4,3,co-applicant,4,car_other,53,none,free,368,skilled,Risk
33,furniture,2008,26511,1_to_4,4,none,2,car_other,38,none,rent,558,skilled,Risk
26,repairs,2727,39416,1_to_4,2,none,2,savings_insurance,27,stores,rent,231,unskilled,No Risk
21,radio_tv,4400,28985,4_to_7,3,none,4,savings_insurance,55,none,own,389,skilled,No Risk
33,appliances,7433,32032,greater_7,5,co-applicant,5,unknown,44,stores,own,487,unskilled,Risk
7,car_new,250,20515,unemployed,1,none,2,real_estate,22,stores,rent,245,unskilled,No Risk
32,vacation,5293,35517,greater_7,4,none,4,car_other,42,none,free,212,skilled,Risk
11,car_new,250,38960,less_1,1,none,1,real_estate,20,stores,rent,445,unskilled,No Risk
26,car_used,5211,20770,greater_7,5,none,4,car_other,54,none,own,494,skilled,Risk
4,radio_tv,250,23184,unemployed,1,none,2,real_estate,19,none,rent,660,skilled,No Risk
28,appliances,5477,38991,greater_7,5,co-applicant,5,unknown,61,none,free,248,skilled,Risk
16,radio_tv,2815,36334,1_to_4,2,none,2,car_other,35,none,own,587,skilled,No Risk
31,radio_tv,3624,28506,greater_7,2,none,1,unknown,42,stores,own,675,skilled,No Risk
4,car_used,1835,35857,less_1,2,none,2,real_estate,28,none,own,551,skilled,No Risk
28,furniture,6219,20981,4_to_7,5,none,5,unknown,52,none,free,276,skilled,Risk
28,business,299,24790,1_to_4,2,none,1,car_other,19,stores,own,393,skilled,No Risk
25,car_used,4180,30157,greater_7,4,guarantor,4,savings_insurance,59,none,free,442,skilled,No Risk
25,car_used,3743,31227,4_to_7,4,none,4,savings_insurance,46,none,own,473,management_self-employed,No Risk
31,business,6233,21612,greater_7,5,none,4,car_other,42,none,own,385,skilled,No Risk
4,car_new,963,26160,1_to_4,2,none,2,savings_insurance,27,none,own,448,skilled,No Risk
17,car_used,2102,38672,less_1,3,co-applicant,3,savings_insurance,37,stores,own,700,unskilled,No Risk
20,radio_tv,830,27257,1_to_4,2,co-applicant,2,savings_insurance,30,stores,own,508,skilled,No Risk
38,furniture,7176,26360,greater_7,5,co-applicant,5,savings_insurance,50,none,own,547,skilled,Risk
24,car_new,650,31433,less_1,1,none,4,savings_insurance,21,none,own,402,skilled,No Risk
18,radio_tv,2653,21154,1_to_4,3,co-applicant,2,savings_insurance,37,none,own,433,skilled,No Risk
24,car_used,1661,32668,4_to_7,4,none,3,real_estate,24,none,own,582,management_self-employed,No Risk
30,furniture,4864,36524,greater_7,4,co-applicant,5,unknown,48,none,own,606,skilled,Risk
7,car_new,404,29612,1_to_4,2,none,2,real_estate,31,none,own,307,skilled,No Risk
41,repairs,7779,37959,greater_7,5,co-applicant,5,car_other,52,none,own,517,skilled,Risk
11,furniture,250,30914,less_1,2,none,3,savings_insurance,41,none,rent,662,skilled,No Risk
16,car_used,628,20021,unemployed,1,co-applicant,3,savings_insurance,36,stores,own,651,skilled,No Risk
28,radio_tv,7519,27064,greater_7,5,guarantor,4,savings_insurance,42,none,free,347,skilled,Risk
22,car_new,503,35187,less_1,2,none,3,real_estate,37,none,own,519,skilled,No Risk
24,car_used,2055,25533,greater_7,4,none,4,savings_insurance,35,none,free,557,skilled,Risk
29,radio_tv,6623,24625,4_to_7,4,none,4,car_other,45,none,own,396,skilled,Risk
17,furniture,1034,38711,less_1,2,co-applicant,4,savings_insurance,33,bank,own,223,unemployed,No Risk
31,business,5172,33359,4_to_7,3,none,3,car_other,46,bank,rent,414,unemployed,No Risk
4,car_new,250,23515,less_1,1,none,2,savings_insurance,34,none,rent,454,skilled,No Risk
21,education,6041,21214,4_to_7,3,none,2,car_other,34,none,free,604,skilled,No Risk
30,other,4730,30200,greater_7,5,co-applicant,3,car_other,56,none,free,276,skilled,No Risk
28,appliances,4770,30203,greater_7,4,none,3,savings_insurance,45,none,own,678,skilled,No Risk
4,car_new,737,35759,less_1,2,none,2,real_estate,19,stores,rent,354,unskilled,No Risk
40,appliances,10430,37809,4_to_7,5,co-applicant,4,car_other,51,none,own,500,skilled,No Risk
21,furniture,6116,30605,less_1,3,none,4,savings_insurance,29,none,own,382,management_self-employed,Risk
12,appliances,655,22605,1_to_4,3,none,3,savings_insurance,23,none,own,383,skilled,No Risk
4,car_new,250,23641,unemployed,1,none,2,real_estate,27,none,rent,549,skilled,No Risk
27,furniture,4534,29229,greater_7,4,none,4,savings_insurance,44,none,own,499,skilled,No Risk
19,furniture,436,29473,greater_7,4,none,4,car_other,22,bank,rent,493,unskilled,No Risk
12,vacation,1742,37645,1_to_4,1,none,1,real_estate,25,bank,rent,638,unemployed,No Risk
20,car_new,250,25646,1_to_4,3,co-applicant,2,savings_insurance,36,none,own,363,skilled,Risk
28,business,6670,28327,4_to_7,4,none,2,car_other,36,none,own,239,skilled,No Risk
14,car_new,2492,37964,greater_7,4,none,3,unknown,38,bank,own,297,unskilled,No Risk
33,appliances,5649,27324,greater_7,4,none,3,car_other,43,none,own,334,skilled,No Risk
22,business,5801,28868,greater_7,4,co-applicant,3,car_other,32,stores,free,292,unskilled,Risk
34,business,9252,22946,1_to_4,3,none,4,unknown,31,none,free,672,management_self-employed,Risk
17,car_new,250,29452,less_1,2,none,1,savings_insurance,19,none,own,235,skilled,Risk
27,car_used,3081,21442,4_to_7,4,none,4,savings_insurance,43,none,own,410,skilled,Risk
13,furniture,1410,34121,less_1,3,none,3,real_estate,22,none,rent,373,management_self-employed,No Risk
19,car_used,1248,33202,1_to_4,3,none,3,car_other,27,stores,own,610,skilled,No Risk
16,retraining,3729,22920,1_to_4,2,none,3,car_other,40,none,own,250,skilled,Risk
30,furniture,5373,34633,4_to_7,3,guarantor,3,savings_insurance,51,none,free,212,skilled,Risk
11,car_new,6680,32029,1_to_4,3,none,4,car_other,40,none,own,678,management_self-employed,No Risk
35,repairs,5863,38249,4_to_7,5,guarantor,5,car_other,60,none,free,528,skilled,Risk
25,car_used,5742,23796,4_to_7,4,none,2,unknown,42,none,own,694,skilled,Risk
15,radio_tv,1391,29167,less_1,1,none,1,car_other,34,stores,rent,229,skilled,No Risk
4,car_new,250,39586,unemployed,1,none,3,real_estate,27,none,rent,562,skilled,No Risk
24,appliances,10370,30904,greater_7,5,co-applicant,5,unknown,58,none,free,235,skilled,Risk
19,radio_tv,2862,21035,greater_7,4,none,3,savings_insurance,41,bank,own,275,unemployed,Risk
22,repairs,2181,34843,1_to_4,1,none,1,savings_insurance,35,stores,rent,420,unskilled,No Risk
13,car_new,5692,38125,less_1,2,none,3,savings_insurance,40,none,rent,687,skilled,No Risk
27,car_used,7467,32922,1_to_4,3,co-applicant,3,unknown,40,none,own,597,management_self-employed,Risk
6,car_used,250,29885,less_1,1,none,1,real_estate,19,none,rent,582,skilled,No Risk
26,car_used,4274,36857,1_to_4,4,none,3,savings_insurance,43,none,own,321,management_self-employed,Risk
33,vacation,4228,34824,4_to_7,4,none,3,savings_insurance,32,stores,own,553,unskilled,No Risk
30,car_used,5371,30914,1_to_4,2,none,3,unknown,39,bank,own,483,unemployed,Risk
13,radio_tv,2383,35245,1_to_4,3,none,3,real_estate,28,none,own,541,management_self-employed,No Risk
15,car_used,2752,37221,less_1,2,none,3,car_other,31,none,own,455,skilled,No Risk
23,appliances,1689,27720,4_to_7,3,none,4,car_other,25,bank,own,248,unemployed,No Risk
25,furniture,4665,38539,greater_7,4,none,4,unknown,53,none,free,494,skilled,Risk
40,vacation,3009,29263,1_to_4,4,none,4,car_other,30,stores,own,373,unskilled,No Risk
24,retraining,5984,29073,1_to_4,4,none,3,savings_insurance,46,none,free,242,management_self-employed,No Risk
4,car_used,250,36726,unemployed,2,none,3,real_estate,35,none,own,439,skilled,No Risk
31,appliances,10261,22220,greater_7,5,co-applicant,5,car_other,51,none,free,490,management_self-employed,Risk
20,radio_tv,3137,33686,less_1,2,none,2,car_other,32,stores,own,264,unskilled,No Risk
13,vacation,2096,25577,4_to_7,3,none,2,savings_insurance,22,none,own,582,management_self-employed,No Risk
29,other,6412,38490,greater_7,4,none,3,unknown,33,none,own,669,skilled,Risk
20,car_used,2549,35300,1_to_4,3,none,4,savings_insurance,29,none,free,497,skilled,No Risk
4,car_used,2806,29500,4_to_7,3,none,2,car_other,24,stores,rent,649,unskilled,No Risk
26,appliances,1751,20843,1_to_4,2,none,3,savings_insurance,28,stores,own,633,skilled,Risk
21,car_used,775,26469,less_1,3,none,3,real_estate,31,none,own,463,skilled,No Risk
28,appliances,7654,34903,4_to_7,4,none,5,car_other,46,none,own,422,management_self-employed,No Risk
24,appliances,2358,23271,greater_7,3,none,4,car_other,46,none,free,487,skilled,No Risk
14,car_new,1881,29099,unemployed,1,none,3,savings_insurance,33,none,rent,261,skilled,No Risk
19,business,1867,31707,1_to_4,4,none,3,car_other,42,stores,own,206,unskilled,No Risk
31,radio_tv,5945,32569,4_to_7,4,none,4,savings_insurance,47,none,own,533,skilled,No Risk
27,appliances,4110,34092,1_to_4,2,none,3,unknown,43,bank,own,697,unemployed,Risk
33,vacation,5302,38200,4_to_7,4,none,3,savings_insurance,49,stores,own,593,unskilled,No Risk
4,car_new,2228,35703,less_1,2,co-applicant,2,savings_insurance,37,none,own,332,skilled,No Risk
37,other,6404,33146,greater_7,5,guarantor,5,car_other,58,none,own,275,skilled,Risk
4,car_new,250,37301,less_1,2,none,3,real_estate,38,none,own,327,skilled,No Risk
18,furniture,576,22333,4_to_7,2,none,1,savings_insurance,23,bank,rent,617,unemployed,No Risk
14,furniture,2420,37628,less_1,3,none,4,real_estate,20,none,own,521,management_self-employed,No Risk
33,vacation,5848,38114,1_to_4,4,guarantor,4,unknown,43,none,free,674,skilled,Risk
7,car_new,250,24934,1_to_4,1,none,1,real_estate,19,bank,rent,323,unemployed,No Risk
23,business,3452,26180,1_to_4,3,none,3,car_other,30,none,own,263,management_self-employed,No Risk
16,repairs,907,28059,less_1,2,co-applicant,2,car_other,57,stores,own,419,unskilled,Risk
33,appliances,4702,36216,4_to_7,4,guarantor,3,savings_insurance,47,none,free,293,skilled,Risk
12,car_new,250,29057,less_1,2,none,3,real_estate,32,stores,rent,596,skilled,No Risk
22,radio_tv,2499,34560,1_to_4,3,none,3,real_estate,39,none,own,593,skilled,No Risk
4,radio_tv,1707,24919,less_1,2,none,2,real_estate,19,none,own,354,management_self-employed,No Risk
24,car_new,2283,36054,less_1,2,none,1,real_estate,23,stores,own,330,skilled,No Risk
13,furniture,4929,25718,1_to_4,4,none,3,unknown,34,none,own,514,skilled,No Risk
24,furniture,2202,33245,less_1,3,none,3,savings_insurance,31,none,own,594,skilled,No Risk
6,car_new,250,33426,less_1,2,co-applicant,1,real_estate,19,stores,own,549,skilled,No Risk
36,appliances,4883,38249,4_to_7,3,none,3,car_other,40,none,own,248,skilled,No Risk
24,business,6380,32886,1_to_4,4,none,4,car_other,34,none,own,273,management_self-employed,No Risk
28,car_used,5062,33055,4_to_7,3,none,2,car_other,41,bank,rent,384,unemployed,No Risk
4,car_used,250,21902,1_to_4,1,none,1,real_estate,19,stores,rent,313,skilled,No Risk
39,furniture,5457,23072,1_to_4,3,co-applicant,3,car_other,42,none,own,616,skilled,No Risk
11,car_used,5191,35693,less_1,3,none,4,real_estate,43,none,own,227,management_self-employed,No Risk
25,car_used,2792,27530,1_to_4,3,none,2,car_other,40,none,own,446,skilled,Risk
42,radio_tv,4570,37447,1_to_4,4,none,3,car_other,41,none,own,559,skilled,Risk
11,car_new,250,20710,1_to_4,1,none,1,savings_insurance,42,stores,own,676,skilled,No Risk
29,radio_tv,4541,28947,1_to_4,4,none,4,savings_insurance,34,none,own,510,management_self-employed,No Risk
35,other,6529,32988,1_to_4,4,none,3,unknown,32,none,own,386,skilled,Risk
22,vacation,2988,33997,1_to_4,4,none,3,car_other,27,none,own,339,management_self-employed,No Risk
40,car_used,6427,31231,1_to_4,4,none,3,car_other,45,none,own,536,skilled,Risk
8,radio_tv,288,36076,1_to_4,3,co-applicant,3,real_estate,42,none,own,339,skilled,No Risk
11,car_new,1729,37213,1_to_4,3,co-applicant,3,car_other,44,none,own,637,skilled,Risk
23,car_used,1283,39297,greater_7,4,none,3,savings_insurance,48,none,own,545,skilled,Risk
27,furniture,2463,30282,1_to_4,3,none,2,car_other,38,none,own,508,skilled,Risk
4,car_new,250,21347,less_1,1,none,1,real_estate,19,bank,rent,410,unskilled,No Risk
26,radio_tv,7555,31172,greater_7,4,co-applicant,3,unknown,60,none,free,305,skilled,Risk
35,business,4826,20637,1_to_4,3,none,4,unknown,29,none,own,474,skilled,No Risk
31,radio_tv,6423,31375,4_to_7,3,none,4,car_other,41,none,own,204,skilled,Risk
27,appliances,4204,38182,4_to_7,3,none,4,car_other,52,none,own,387,skilled,No Risk
23,radio_tv,2897,30168,4_to_7,3,none,3,car_other,49,bank,rent,244,unemployed,Risk
29,furniture,4897,27418,1_to_4,2,none,3,savings_insurance,19,none,own,211,skilled,Risk
29,car_used,3664,38601,greater_7,3,none,1,unknown,46,stores,own,363,unskilled,Risk
29,appliances,4504,26639,greater_7,4,none,4,car_other,34,none,own,361,skilled,Risk
23,repairs,2322,21417,1_to_4,3,none,1,savings_insurance,24,none,own,394,skilled,No Risk
4,car_new,3185,24951,4_to_7,2,none,2,car_other,45,none,own,389,skilled,No Risk
18,car_new,1661,34243,1_to_4,2,co-applicant,3,car_other,35,bank,own,340,unskilled,No Risk
4,furniture,250,24136,4_to_7,1,none,3,car_other,31,stores,own,553,skilled,No Risk
33,business,10525,24726,4_to_7,5,none,4,unknown,45,none,free,214,management_self-employed,Risk
27,car_used,1918,38168,4_to_7,3,none,3,real_estate,20,stores,rent,353,skilled,No Risk
16,car_used,1852,25985,unemployed,2,none,3,car_other,30,none,own,572,skilled,No Risk
8,furniture,6365,36615,1_to_4,4,none,3,savings_insurance,25,none,own,536,management_self-employed,Risk
40,appliances,9367,37219,1_to_4,4,co-applicant,5,car_other,50,stores,own,358,unskilled,Risk
34,furniture,250,27443,greater_7,4,none,3,savings_insurance,39,stores,own,227,skilled,Risk
25,furniture,4653,28757,4_to_7,2,none,1,unknown,37,stores,own,368,unskilled,No Risk
43,furniture,4704,33592,4_to_7,4,guarantor,4,real_estate,41,bank,own,643,unemployed,Risk
15,appliances,1069,37342,less_1,2,none,3,real_estate,34,none,own,634,skilled,No Risk
4,car_used,250,39511,1_to_4,3,none,3,savings_insurance,34,none,own,510,skilled,No Risk
40,appliances,2734,34500,4_to_7,4,none,4,unknown,36,stores,own,589,skilled,Risk
32,radio_tv,4593,21993,4_to_7,4,none,3,car_other,34,none,free,599,skilled,Risk
13,furniture,5577,38137,4_to_7,3,none,3,car_other,28,none,own,581,skilled,No Risk
23,car_used,1743,31706,1_to_4,3,none,3,car_other,29,none,own,352,skilled,No Risk
33,repairs,5595,36512,greater_7,5,co-applicant,4,unknown,54,none,free,404,skilled,Risk
18,car_new,5351,21252,4_to_7,3,none,4,car_other,39,none,own,386,skilled,No Risk
25,radio_tv,2092,27319,less_1,1,none,2,savings_insurance,28,none,own,305,skilled,No Risk
17,car_used,1722,27598,less_1,2,none,3,real_estate,25,none,own,550,skilled,No Risk
33,furniture,5315,36918,1_to_4,3,none,3,savings_insurance,50,none,own,646,skilled,Risk
20,radio_tv,2305,29612,4_to_7,2,none,2,savings_insurance,19,stores,own,313,skilled,No Risk
31,radio_tv,4569,29828,1_to_4,4,none,5,savings_insurance,37,none,free,471,management_self-employed,No Risk
18,radio_tv,1775,22823,1_to_4,2,none,3,savings_insurance,39,none,own,581,skilled,No Risk
25,car_used,3190,24050,1_to_4,3,none,3,savings_insurance,42,bank,own,322,unskilled,No Risk
8,car_new,1444,28052,1_to_4,3,none,4,car_other,47,none,own,582,management_self-employed,No Risk
16,furniture,4722,23373,greater_7,3,none,2,unknown,50,bank,own,402,unemployed,No Risk
11,appliances,250,20883,less_1,2,none,3,real_estate,19,none,rent,266,skilled,No Risk
28,radio_tv,2379,37732,4_to_7,3,none,2,real_estate,26,none,free,319,skilled,No Risk
4,car_used,3205,33751,4_to_7,3,none,3,savings_insurance,19,none,own,669,management_self-employed,No Risk
47,radio_tv,7388,31491,1_to_4,4,co-applicant,5,savings_insurance,43,none,free,571,skilled,Risk
27,appliances,4489,26172,1_to_4,3,none,4,savings_insurance,32,none,own,548,skilled,No Risk
24,car_used,4758,29534,4_to_7,3,none,3,savings_insurance,38,none,own,669,skilled,No Risk
4,car_used,416,35453,less_1,1,none,1,savings_insurance,19,none,rent,305,skilled,No Risk
19,repairs,2083,30032,less_1,3,none,2,real_estate,35,none,own,587,skilled,No Risk
6,car_new,250,21867,1_to_4,2,none,1,real_estate,20,none,own,304,skilled,No Risk
33,radio_tv,8499,22803,greater_7,5,guarantor,6,unknown,58,none,free,279,skilled,Risk
14,furniture,250,30170,less_1,2,none,2,real_estate,24,none,rent,210,skilled,No Risk
40,repairs,8523,22503,greater_7,5,co-applicant,4,unknown,49,none,free,219,skilled,Risk
26,appliances,5362,25391,4_to_7,4,none,4,savings_insurance,41,none,own,460,skilled,Risk
8,car_new,1821,39973,less_1,2,none,3,car_other,38,none,own,656,skilled,No Risk
4,car_used,2348,36614,less_1,1,none,3,real_estate,19,stores,rent,691,unskilled,No Risk
23,car_used,3747,27118,1_to_4,2,none,3,car_other,40,none,rent,550,skilled,No Risk
7,vacation,250,38484,1_to_4,2,none,3,real_estate,22,none,rent,264,skilled,No Risk
13,car_used,430,28207,unemployed,2,none,1,real_estate,21,none,rent,392,skilled,No Risk
